Model_id,Year,i_import,diffiv_local_0,diffiv_local_1,diffiv_local_2,diffiv_local_3,diffiv_ed_0,blpiv_0,blpiv_1,blpiv_2,blpiv_3,blpiv_4,blpiv_5
98,2003,0,70,52,31,9,127.2767409367682,210.3601710870862,270.7547307014465,43.76053237915039,0,1,4
98,2004,0,78,48,38,13,134.9274957674685,268.447045981884,314.9809441566467,48.83020132780075,0,3,7
98,2005,0,75,44,41,12,140.3697864136885,328.3775236457586,330.6848602294922,50.94013071060181,1,4,7
100,2004,1,25,48,32,32,181.0098886968913,271.7608086764812,315.1692709922791,49.31475394964218,0,3,6
100,2005,1,25,48,35,27,187.5205454315855,331.8194076418877,330.8731870651245,51.42468333244324,1,4,6
100,2006,1,27,39,40,29,193.1503022815203,299.3387166410685,281.2856869697571,41.67933213710785,0,3,4
100,2007,1,29,35,53,32,208.1655601870667,326.1452283710241,307.4334020614624,44.69412511587143,0,3,5
100,2008,1,27,39,43,36,209.7484349106,310.6899943202734,268.788031578064,39.20835292339325,1,0,5
100,2009,1,28,37,46,32,200.801932948519,194.1479109227657,252.0881853103638,35.20426750183105,0,2,4
100,2010,1,30,30,34,27,197.1112258891605,169.2355185747147,185.8210859298706,27.5618485212326,0,2,1
100,2011,1,34,29,34,26,202.6720232946233,184.7389541566372,166.9205150604248,25.68224358558655,0,1,1
101,1985,0,42,48,21,11,94.95435001429027,227.4864504113793,166.6401557922363,34.63676717877388,0,1,1
101,1986,0,46,44,27,14,90.51736319098141,163.7299386784434,166.7972030639648,33.1376396715641,0,1,1
101,1987,0,53,37,17,19,104.0195955489902,166.1221632733941,180.8366920948029,33.2629477083683,2,3,2
101,1988,0,49,45,32,10,103.0886519240184,160.2463766932487,195.0267293453217,34.32979503273964,1,4,2
101,1989,0,50,44,43,12,97.85341508065558,159.3132821843028,188.5278153419495,33.59008774161339,1,3,4
101,1990,0,46,45,26,27,94.86829862472024,180.2830526605248,197.1003522872925,33.9887310564518,0,10,4
101,1991,0,51,47,34,24,100.0982378673213,184.9146272987127,220.5956094264984,37.53683769702911,0,10,4
101,1992,0,57,37,37,19,99.67299466260694,172.0591453835368,215.290717124939,37.00093945860863,0,11,3
101,1993,0,59,40,36,11,98.37830981558105,150.075988471508,194.1244518756866,33.86676716804504,0,3,2
101,1994,0,57,42,35,9,102.7361242924974,154.655041359365,204.7331509590149,35.80663797259331,1,1,3
102,1985,0,48,39,24,10,96.99662119575886,228.1419249251485,166.1728274822235,34.6310701072216,0,1,1
102,1986,0,50,37,21,12,105.4077026225403,165.2160150930285,167.1159942150116,33.30614820122719,0,1,1
102,1987,0,38,45,34,17,89.9259595516714,166.3433937355876,180.1186220645905,33.28538843989372,2,3,2
102,1988,0,44,50,35,15,95.25795737681825,160.9348766505718,194.3670816421509,34.33348247408867,1,3,2
102,1989,0,51,43,43,12,97.82372445629862,160.3558922186494,188.1983358860016,33.74722954630852,1,2,4
102,1990,0,58,44,30,17,97.2572038049623,181.5386468544602,197.0781989097595,34.12066128849983,0,9,4
102,1991,0,33,39,42,25,101.4315914859473,186.2648777663708,219.011283159256,37.6450389623642,0,9,4
102,1992,0,56,35,36,22,99.00058271418931,173.1050310656428,214.2404356002808,37.09679439663887,0,10,3
102,1993,0,30,38,27,27,97.22364661138492,150.9227987378836,192.3630573749542,33.91500246524811,0,3,2
102,1994,0,41,38,33,34,99.06535816836445,155.5347206071019,202.9083571434021,35.86535879969597,1,1,3
102,1995,0,23,29,28,36,92.18006049989084,160.5362286791205,227.9341475963593,37.35942602157593,1,1,2
102,1996,0,39,36,37,23,93.281545353425,160.8640590682626,228.5015592575073,36.95905643701553,0,0,0
102,1997,0,45,30,34,33,95.44859248461989,158.3927853032947,239.2557353973389,37.00989347696304,0,1,1
102,1998,0,36,38,35,29,95.0113280156089,132.4504934251308,232.4450552463531,35.99589639902115,0,1,3
102,1999,0,42,40,35,28,99.77421588420805,165.7277530059218,268.594407081604,41.94972145557404,0,1,5
102,2000,0,42,51,36,27,106.5458402007049,202.0019462332129,268.9226822853088,41.99591690301895,0,1,5
102,2001,0,44,54,38,32,112.0104817681342,209.5820229500532,293.9826617240906,45.58667314052582,0,0,8
102,2002,0,53,57,31,26,110.9361774899532,195.9718937054276,296.5225377082825,46.74044978618622,0,2,7
102,2009,0,49,56,52,39,137.1305388953542,192.9626394063234,246.8792333602905,35.06200617551804,0,2,5
102,2010,0,39,45,44,38,131.2018369931203,167.661789804697,180.6025800704956,27.42347288131714,0,2,2
102,2011,0,38,45,53,32,135.9389452983632,182.6677836477757,161.9373416900635,25.54027414321899,0,1,2
102,2012,0,44,34,48,38,137.3438050857972,181.2517119571567,163.3467535972595,25.34126996994019,1,1,2
102,2013,0,23,29,33,35,162.6344584845781,182.7274467796087,176.5442290306091,26.81352210044861,0,1,2
102,2014,0,29,33,35,39,157.1833344934563,184.3195857480168,188.1710603237152,28.3795450925827,0,0,3
102,2015,0,24,31,31,40,144.8088653287263,129.2971424758434,190.3108990192413,28.05447506904602,0,0,3
103,1985,0,26,31,23,37,89.8620081012956,227.7052154764533,165.9401021003723,34.37336227297783,0,1,1
103,1986,0,44,30,35,22,88.81584440564608,164.1265558078885,166.1812133789063,33.06937471032143,0,1,1
103,1987,0,34,26,31,36,89.71955086637122,166.0815751180053,180.3110511302948,33.05088564753532,2,3,2
103,1988,0,48,41,38,17,93.84500042688737,160.7273440808058,194.4196243286133,34.21481677889824,1,4,2
103,1989,0,45,39,33,28,96.86673182195641,160.0117256864905,188.820362329483,33.50204333662987,1,3,4
103,1990,0,44,40,32,27,94.87298467579778,181.4624102786183,197.8490772247314,33.87547507882118,0,10,4
103,1991,0,39,42,38,32,99.94197043125536,186.1354697495699,221.0909159183502,37.36164337396622,0,10,4
103,1992,0,47,33,34,30,98.13574286912723,173.0044798925519,215.7569174766541,36.80649271607399,0,11,3
103,1993,0,56,33,28,28,95.58707941744322,150.805077701807,194.8791210651398,33.66477257013321,0,3,2
103,1994,0,49,40,29,31,99.57783717047579,155.4195242002606,205.4244208335876,35.61512890458107,1,1,3
103,1995,0,36,35,31,25,89.43617361106143,160.4563565924764,229.4114506244659,37.10939276218414,1,1,2
103,1996,0,30,35,39,28,93.60435759543928,160.7807962223887,230.1064500808716,36.71077811717987,0,0,0
104,2012,0,67,53,38,18,155.5624919839128,181.3434747979045,167.0178480148315,25.24514442682266,1,2,2
104,2013,0,56,40,29,25,189.8544180755705,184.1348391026258,182.8663439750671,26.71659791469574,0,1,2
104,2014,0,54,43,28,29,190.3428544382892,185.615305416286,194.1668040752411,28.28344190120697,0,0,3
105,1985,0,48,30,15,19,107.3049266689006,229.6397408470511,166.2278547286987,34.7306994497776,0,1,1
105,1986,0,50,37,19,13,105.8948587247203,165.3971930965781,166.5689699649811,33.39954587817192,0,1,1
105,1987,0,48,25,21,22,112.9876633581439,167.1554179862142,180.2301645278931,33.38348105549812,2,3,2
105,1988,0,48,26,21,28,118.9019368129443,161.5457816049457,194.0684020519257,34.41727188229561,1,4,2
105,1989,0,50,30,26,26,122.99408903459,161.0889421775937,188.3678381443024,33.83779498934746,1,3,4
105,1990,0,33,42,26,27,124.811059140648,182.304167188704,197.5084834098816,34.20039984583855,0,9,4
105,1991,0,39,33,31,29,133.1954751120068,187.1317591518164,221.0529301166534,37.72040992975235,0,9,4
105,1992,0,50,47,29,12,116.4176284638356,173.8477705046535,215.2365970611572,37.16855666041374,0,10,3
105,1993,0,42,28,33,26,123.4379900822547,151.6289686784148,194.2147657871246,34.01323276758194,0,3,2
105,1994,0,47,30,34,15,128.4590451794392,156.2257459387183,204.7600655555725,35.9635891020298,1,1,3
105,1995,0,27,34,25,25,124.8392079128042,161.4940082654357,230.3376076221466,37.44290781021118,1,1,2
105,1996,0,32,36,28,22,126.2351018136594,161.7970293387771,230.881498336792,37.04266917705536,0,0,0
105,1997,0,32,37,20,27,131.9491836009989,159.0466322377324,241.6601424217224,37.09350621700287,0,1,1
105,1998,0,30,32,30,21,133.8935661328293,133.0660538747907,235.0727751255035,36.0745125412941,0,1,3
105,1999,0,32,37,29,25,137.7657332078302,166.3476591929793,270.9904088973999,42.02170300483704,0,1,5
105,2000,0,31,40,30,25,148.3755670153767,202.6924138888717,271.539119720459,42.06337702274323,0,1,5
105,2001,0,34,43,32,28,155.4034700195209,210.6088539585471,296.5799069404602,45.65541034936905,0,0,8
105,2002,0,26,34,36,28,160.1527562397156,196.3517745956779,299.576587677002,46.81353276968002,0,2,7
105,2003,0,31,43,27,29,162.1408594373314,212.1471939608455,270.1611866950989,44.19840282201767,0,1,4
105,2004,0,31,51,32,28,174.3977872128189,271.3094923645258,314.244960308075,49.26145142316818,0,3,7
105,2005,0,36,45,34,24,182.2004972657425,331.549884006381,329.9488763809204,51.37138080596924,1,4,7
106,1985,0,45,25,22,19,111.5338934205336,229.0420951321721,166.4884221553802,34.60899284482002,0,1,1
106,1986,0,44,30,22,23,111.5809801645957,165.1507301256061,166.8061392307281,33.28050896525383,0,1,1
106,1987,0,52,36,13,23,106.3242083753922,166.8701270595193,180.3595080375671,33.25974920392036,2,3,2
106,1988,0,48,26,21,28,118.6911577775317,161.4517539739609,194.6562941074371,34.3265965282917,1,4,2
106,1989,0,54,48,28,10,110.8666607947563,160.8917834237218,188.9078412055969,33.73834165930748,1,3,4
107,1985,0,7,32,19,28,134.6612618739162,229.7645034268498,167.1608986854553,34.78599384427071,0,1,1
107,1986,0,15,27,24,23,131.543042324053,165.7150853425264,167.1239686012268,33.45630863308907,0,1,1
107,1987,0,17,33,21,21,130.5105124575697,167.5415584817529,181.1160938739777,33.43652775883675,2,3,2
108,1985,0,41,18,26,14,117.9547236623776,229.2832704260945,166.1424353122711,34.67112371325493,0,1,1
110,2003,0,27,46,26,31,163.6938658937013,212.0997527614236,270.8359575271606,44.12113153934479,0,1,4
110,2004,0,28,47,35,30,176.5570198446929,271.254900097847,314.9197311401367,49.19080048799515,0,3,7
110,2005,0,32,46,35,23,183.9899576478321,331.4854245632887,330.6236472129822,51.3007298707962,1,4,7
111,2005,0,34,44,35,23,183.410287275298,331.5126743167639,329.6905422210693,51.35428184270859,1,3,7
111,2006,0,36,43,36,26,186.9221091741014,299.0397628396749,279.9413051605225,41.61075967550278,0,2,5
111,2007,0,38,39,51,28,200.4386317832453,325.7524650543928,305.8885631561279,44.63775300979614,0,2,6
111,2008,0,32,42,47,30,202.9763176704298,310.5957217514515,267.6436629295349,39.14996844530106,1,0,6
111,2009,0,58,43,32,25,182.7875610750054,193.9084380865097,249.4243974685669,35.15028935670853,0,1,5
111,2010,0,43,32,38,23,184.3356716735619,168.8206493854523,183.6831207275391,27.51354736089706,0,1,2
113,1987,0,42,22,26,15,118.3140431964217,167.416775226593,180.6297118663788,33.30434617400169,2,2,2
113,1988,0,52,35,28,18,110.0748384208541,161.7183720692992,194.7149107456207,34.33201745152473,1,4,2
113,1989,0,50,28,26,27,123.808407015318,161.1864246428013,188.9372494220734,33.746188133955,1,3,4
113,1990,0,53,46,31,10,109.9588039593526,182.1687230840325,197.4904317855835,34.13436117768288,0,9,4
113,1991,0,42,39,25,28,129.7625666497895,187.0609745383263,221.2003014087677,37.64488595724106,0,9,4
113,1992,0,42,37,29,23,125.3377931621473,173.8462911918759,215.3802981376648,37.09664139151573,0,10,3
113,1993,0,33,29,32,27,130.0266354345229,151.803177408874,194.7637212276459,33.94647657871246,0,2,2
113,1994,0,37,31,33,23,135.0970128232581,156.3962183892727,205.3090209960938,35.89683291316032,1,0,3
113,1995,0,26,29,28,27,126.1439421137745,161.1650986596942,230.1216061115265,37.53294223546982,1,1,2
113,1996,0,37,36,28,21,123.0905906208659,161.5196269005537,230.8166055679321,37.02445083856583,0,0,0
114,1985,0,9,14,21,18,112.0237642483087,227.2642059251666,162.6466703414917,34.74016019701958,0,1,1
114,1986,0,11,12,32,28,105.0100702469589,164.1236217692494,163.0596432685852,33.40900662541389,0,1,1
114,1987,0,11,13,28,19,111.3827678345333,166.1517975851893,176.8099257946014,33.38636717200279,2,3,2
114,1988,0,11,22,31,27,108.1393375211797,160.4317352175713,190.7472836971283,34.45321449637413,1,4,2
114,1989,0,11,19,30,29,113.6584037661419,160.0662751123309,184.9072835445404,33.86696156859398,1,3,4
114,1990,0,7,12,17,30,123.4704126098952,181.1588475480676,193.1270813941956,34.23976674675941,0,9,4
114,1991,0,7,12,14,26,137.6364102563048,185.9623461961746,216.5745418071747,37.74870187044144,0,10,4
114,1992,0,8,6,9,8,162.7687061495572,172.8383323177695,210.1154851913452,37.20234206318855,0,11,3
114,1995,0,41,32,35,19,89.18953175128291,160.4380054399371,225.3079388141632,37.50383043289185,1,0,2
114,1996,0,12,13,26,28,110.1361919439869,160.8001248911023,226.4936590194702,37.09784579277039,0,0,0
114,1997,0,8,11,10,14,145.2592720572478,158.3981385454535,235.5480575561523,37.1184446811676,0,1,1
114,1998,0,9,10,14,19,132.282016849867,132.3952382430434,229.108433008194,36.10559582710266,0,1,3
114,1999,0,12,9,16,25,131.1571037651938,165.668280608952,265.2554087638855,42.05827265977859,0,1,5
114,2000,0,13,14,15,28,137.1269563192949,201.8314296379685,265.4607200622559,42.10017323493958,0,1,5
114,2001,0,14,12,19,22,147.9262604583817,210.0003279745579,290.0849618911743,45.69174039363861,0,0,8
114,2002,0,14,21,23,32,128.3531300262771,195.7337604835629,292.7013249397278,46.84746938943863,0,1,7
114,2003,0,23,26,38,34,124.6785951921467,211.2924171611667,264.2306847572327,44.23233944177628,0,0,4
114,2004,0,30,24,47,47,130.2940164619773,270.3258622437716,308.3144583702087,49.30200839042664,0,2,7
114,2005,0,12,33,23,32,151.4536824760908,330.0868716090918,322.6884326934814,51.41736817359924,1,3,7
114,2006,0,17,24,26,31,153.9821272117764,297.9946527630091,273.10879945755,41.67686992883682,0,3,5
114,2007,0,21,28,30,51,162.7520124091533,324.6530886739492,299.1182870864868,44.70386326313019,0,3,6
114,2008,0,25,20,30,38,164.9719660274727,308.843606710434,260.1714811325073,39.21969902515411,1,0,6
114,2009,0,20,16,15,20,192.7757258281539,192.522069811821,242.1703128814697,35.21322464942932,0,1,5
114,2010,0,10,14,18,21,193.8439457085988,167.1475410461426,175.5149278640747,27.57546025514603,0,1,2
114,2011,0,9,11,13,17,216.4052244422357,182.1441747248173,156.3850946426392,25.69219589233398,0,0,2
114,2012,0,7,10,13,15,222.1310757962987,180.8696469292045,158.5239987373352,25.49279236793518,1,1,2
114,2013,0,11,11,15,21,223.3814962728389,182.9922560602427,172.9342770576477,26.96424585580826,0,0,2
114,2014,0,22,23,32,27,173.4447122451338,185.4206657037139,185.6618945598602,28.52655434608459,0,0,3
114,2015,0,17,19,28,28,166.6175875578455,130.1705870777369,187.7584049701691,28.20268356800079,0,0,3
115,2011,0,33,28,33,29,203.1979351830055,184.8602116107941,166.6955499649048,25.57951557636261,0,1,2
115,2012,0,32,29,39,27,204.0762295123403,183.5746614262462,168.7955365180969,25.38011205196381,1,2,2
115,2013,0,38,32,34,29,208.8161298941055,185.548086091876,183.216420173645,26.85156553983688,0,1,2
115,2014,0,34,32,39,29,210.5563990658698,187.0850766077638,194.5354430675507,28.41840952634811,0,0,3
115,2015,0,29,28,39,27,195.1235348505269,131.389481946826,196.6216466426849,28.09453874826431,0,0,3
117,2004,0,75,57,15,20,146.1315341904881,270.1657850295305,314.5586185455322,49.0302323102951,0,3,7
117,2005,0,75,53,17,20,152.3055893063232,330.1994621753693,330.2625346183777,51.14016169309616,1,4,7
117,2006,0,74,56,23,16,154.4966121940109,297.2609855234623,280.6750345230103,41.39481049776077,0,3,5
117,2007,0,74,62,27,17,170.2542845128181,324.3614260107279,306.7163248062134,44.42180383205414,0,3,6
117,2008,0,66,62,32,12,172.6402312358831,308.9386060833931,268.099705696106,38.93763959407806,1,0,6
117,2009,0,75,52,27,11,165.529318964935,192.6075179129839,251.4050664901733,34.93796050548553,0,2,5
117,2010,0,59,58,24,19,155.5000148690429,167.8861550986767,184.2283296585083,27.29990100860596,0,2,2
117,2011,0,61,57,27,20,159.2145339547875,183.0841563642025,165.3277587890625,25.4202960729599,0,1,2
117,2012,0,66,56,25,27,159.6160283607124,181.7846057936549,167.452160358429,25.2208925485611,1,2,2
117,2013,0,65,58,38,16,161.7372607187889,183.7331864982843,181.3787894248962,26.69234603643417,0,1,2
117,2014,0,71,56,38,13,162.0709029554249,185.2353209629655,192.6792495250702,28.2591900229454,0,0,3
117,2015,0,67,54,35,15,149.6226022174499,130.0348535180092,194.775759935379,27.9353192448616,0,0,3
118,1996,0,12,19,30,31,104.4942735786172,159.4318861141801,230.8071031570435,36.30870145559311,0,0,0
118,1997,0,27,36,32,34,96.88005097315303,156.9254977628589,242.3861510753632,36.35376220941544,0,1,1
118,1998,0,32,34,36,30,95.37308041478117,131.1508234590292,235.8541803359985,35.3264724612236,0,1,3
118,1999,0,32,31,47,26,100.1074036074406,164.328888617456,271.6751580238342,41.28556752204895,0,1,5
118,2000,0,22,38,38,37,108.0901960883895,200.0001760199666,271.9577374458313,41.29893451929092,0,1,5
118,2001,0,34,40,51,32,112.0685538817653,208.3583787083626,297.1032485961914,44.88962888717651,0,0,8
118,2002,0,45,42,46,28,109.3646571563785,194.4936824962497,299.6697540283203,46.09090101718903,0,2,7
118,2003,0,34,37,33,55,117.4263988185779,209.5179976895452,270.0889210700989,43.41179192066193,0,1,4
118,2004,0,34,47,42,49,124.6323644417802,268.2387419044971,314.4547410011292,48.483289539814,0,3,7
118,2005,0,35,32,46,55,128.7245445851326,327.9096189886332,329.9780673980713,50.59203827381134,1,4,7
118,2006,0,35,44,49,44,130.9424393318638,295.0409084558487,280.5597772598267,40.84668707847595,0,3,5
118,2007,0,40,50,62,30,143.9799935614236,321.5459737926722,306.6026678085327,43.83946698904037,0,3,6
118,2008,0,47,62,54,31,141.7663293532426,307.0106476545334,267.7644929885864,38.38951617479324,1,0,6
118,2009,0,39,59,55,39,136.9818706777244,190.7498050481081,251.0698537826538,34.38983708620071,0,2,5
118,2010,0,40,49,41,39,131.0631209316506,164.6831892430782,184.996853351593,26.75495946407318,0,2,2
118,2011,0,41,42,47,37,136.1861988193066,179.9606591463089,166.0082869529724,24.84785628318787,0,1,2
118,2012,0,47,29,46,41,137.7848663993333,178.5916877910495,168.1474351882935,24.60896980762482,1,2,2
118,2013,0,44,42,44,38,143.8337114849357,180.8112401515245,182.4402647018433,26.08042329549789,0,1,2
118,2014,0,45,44,49,38,143.3207666970202,182.4710080400109,193.7402031421661,27.64726728200912,0,0,3
118,2015,0,65,51,47,15,141.5058690092728,130.3388189524412,196.3389217853546,27.54513090848923,0,0,3
119,2005,0,40,44,32,23,180.3752716436389,331.0692317783833,330.6436595916748,51.24835705757141,1,4,7
119,2006,0,42,40,35,25,185.2623970080718,298.5188860446215,281.0561594963074,41.50300586223602,0,3,5
119,2007,0,45,40,46,29,196.4647152498615,324.8375482857227,306.9388642311096,44.55560457706451,0,3,6
119,2008,0,32,42,47,30,202.5690307454636,309.9613890051842,268.2934937477112,39.07255214452744,1,0,6
119,2009,0,61,50,31,21,176.7650268878909,193.5540713369846,249.8238945007324,35.07287305593491,0,2,5
119,2010,0,53,34,30,25,178.0806696757079,168.5248762369156,184.075502872467,27.43433976173401,0,2,2
119,2011,0,38,29,40,22,194.8719109190007,184.0555619448423,166.2314562797546,25.56204003095627,0,1,2
120,1999,0,60,46,24,10,112.696953353901,166.0363681614399,270.5747570991516,41.84964901208878,0,1,5
120,2000,0,65,49,20,13,120.5053049604823,202.3889454081655,270.886890411377,41.89154958724976,0,1,5
120,2001,0,74,48,28,11,120.6246894611255,210.3845458477736,295.7392616271973,45.48344737291336,0,0,8
120,2002,0,66,53,25,10,127.4358889905317,196.2466882541776,298.4811353683472,46.64229482412338,0,2,7
120,2003,0,71,44,21,20,137.3913181622225,211.8800232186913,270.0104951858521,44.02716487646103,0,1,4
120,2004,0,70,55,18,20,150.715751193342,271.0020467638969,314.3408179283142,49.09683382511139,0,3,7
120,2005,0,78,48,21,20,149.9591591047961,330.8395583182573,329.3143496513367,51.20676320791245,1,4,7
120,2006,0,73,55,38,15,139.717633216126,298.215014860034,278.6013593673706,41.46161758899689,0,3,5
120,2007,0,90,48,44,10,153.5170090656296,324.8848926275969,304.6108469963074,44.48861092329025,0,3,6
120,2008,0,79,61,31,16,155.1182020916065,309.7756490111351,265.9660472869873,39.00444668531418,1,0,6
120,2009,0,74,56,39,16,146.5778425387787,192.8888823837042,249.2714080810547,35.00476759672165,0,2,5
120,2010,0,60,56,25,18,156.9118378389767,168.0346522480249,184.2220788002014,27.34505099058151,0,2,2
120,2011,0,60,59,24,22,159.7268777845057,183.2662664353848,165.2089905738831,25.46544605493546,0,1,2
120,2012,0,61,51,58,10,144.6595986770726,182.1145532652736,164.8054604530334,25.26604253053665,1,2,2
120,2013,0,61,59,50,17,150.1957444094454,184.1841831803322,179.2157387733459,26.73749601840973,0,1,2
120,2014,0,68,54,31,21,169.011855931295,186.1575799062848,192.9637897014618,28.29636806249619,0,0,3
120,2015,0,69,52,35,15,149.4332133074723,130.4883189499378,194.4110243320465,27.97249728441238,0,0,3
121,1989,0,51,29,26,26,122.8017882380507,160.6063513085246,188.5706086158752,33.6951986849308,1,3,4
121,1990,0,53,46,31,10,110.1508050386826,181.7715497687459,197.9642679691315,34.03284403681755,0,10,4
121,1991,0,57,51,30,8,114.0889491976873,186.4467885345221,221.0900461673737,37.56084090471268,0,10,4
121,1992,0,51,52,26,11,113.2130883748631,173.3032548800111,215.7105927467346,37.01220908761024,0,11,3
121,1993,0,48,47,31,11,113.3041109270163,151.0766305029392,194.7117683887482,33.86204427480698,0,3,2
121,1994,0,49,58,19,11,116.1869170225463,155.5518804118037,205.5314779281616,35.7496991455555,1,1,3
121,1995,0,46,41,28,15,107.8320047529105,160.4204868897796,230.8750102519989,37.20848971605301,1,1,2
121,1996,0,57,48,19,7,104.6789619532478,160.9764670953155,230.4299564361572,36.8303108215332,0,0,0
121,1997,0,56,31,29,18,116.7637972422882,158.5977608337998,241.4641971588135,36.94531923532486,0,1,1
121,1998,0,50,40,23,15,118.1543542705103,132.5639234855771,234.9337322711945,35.93247038125992,0,1,3
121,1999,0,52,41,28,14,124.621161794324,165.8498404547572,271.081253528595,41.88514721393585,0,1,5
121,2000,0,60,41,26,12,128.9438370128562,202.1550422534347,270.9429364204407,41.92704778909683,0,1,5
121,2001,0,64,43,30,13,137.64335788007,210.2095432579517,296.090380191803,45.52477169036865,0,0,8
122,1997,0,49,53,20,14,111.1317692113123,158.7726043537259,241.27064037323,37.00406497716904,0,1,1
122,1998,0,52,43,23,13,114.0218322914469,132.7116701751947,234.8998272418976,35.9912161231041,0,1,3
122,1999,0,58,39,27,14,119.6020826926685,165.9558558836579,270.9834852218628,41.94389295578003,0,1,5
122,2000,0,62,48,22,13,122.6958821031931,202.357923053205,270.626247882843,41.98579353094101,0,1,5
122,2001,0,70,53,22,11,129.3567510089918,210.2095432579517,295.7736916542053,45.57372719049454,0,0,8
122,2002,0,66,53,22,12,129.4419192772329,195.9964429959655,298.3541960716248,46.73626148700714,0,2,7
122,2003,0,70,39,24,20,140.5032005276975,211.5933446213603,269.9785718917847,44.12113153934479,0,1,4
122,2004,0,67,52,22,19,152.3860503950186,271.0752815008163,313.9845380783081,49.176589012146,0,3,7
122,2005,0,67,49,22,16,160.2726507529168,331.4009010791779,329.6989560127258,51.28491997718811,1,4,7
122,2006,0,67,48,25,19,165.0614855901156,298.8435573875904,280.1700654029846,41.53956878185272,0,3,5
122,2007,0,66,64,26,21,175.3478722443507,325.5222883075476,305.8863024711609,44.56656211614609,0,3,6
122,2008,0,72,61,28,13,170.7663096718924,309.5452524721622,266.8202991485596,39.08399629592896,1,0,6
122,2009,0,69,56,23,16,168.9859842469044,193.5783520340919,250.5877256393433,35.07123184204102,0,2,5
122,2010,0,62,55,22,18,158.5282850823089,168.0175770074129,183.9034314155579,27.43269854784012,0,2,2
122,2011,0,61,58,21,21,163.0759097469081,183.4138978272676,164.9990377426147,25.55309361219406,0,1,2
122,2012,0,69,52,24,23,163.5345214208992,182.1216760203242,167.0990242958069,25.35369008779526,1,2,2
122,2013,0,65,37,29,27,185.1857745898022,185.0137360394001,181.5184307098389,26.79011487960815,0,1,2
122,2014,0,68,47,24,27,179.8127762127852,186.4016560837626,192.3010890483856,28.35667854547501,0,0,3
122,2015,0,62,44,24,26,167.7571282223618,130.888994038105,194.6006424427032,28.0328077673912,0,0,3
123,1985,0,4,23,27,21,138.9763909035815,231.0025217011571,166.5748653411865,34.8355884552002,0,0,1
123,1986,0,8,21,29,27,137.2845706025982,166.6868165135384,166.9269304275513,33.50443488359451,0,0,1
123,1987,0,10,28,24,25,137.2308992071882,168.6570309102535,180.977374792099,33.48367512226105,2,2,2
123,1988,0,6,27,25,25,145.9644077108622,162.8550998866558,194.9549472332001,34.55052244663239,1,3,2
123,1989,1,21,28,27,29,140.9316983177656,162.4548831954598,189.162141084671,33.96426951885223,1,2,3
123,1990,1,18,19,35,28,143.191772913195,183.9144127443433,198.4794797897339,34.33770126104355,0,9,3
123,1991,1,20,24,32,29,148.7453043075684,188.3533511310816,221.9583220481873,37.8650130033493,0,9,3
123,1992,1,15,28,23,33,149.6919317281141,175.1329954713583,216.8651187419891,37.31548643112183,0,10,2
123,1993,1,11,25,26,33,147.2985677585523,152.7710964903235,195.6687326431274,34.15858298540115,0,2,1
123,1994,1,23,25,28,34,146.7636607650941,157.3799163103104,206.1631774902344,36.1037729382515,1,1,2
123,1995,1,15,16,31,30,138.8675421889876,162.1927974745631,231.4860150814056,37.5586462020874,1,1,1
123,1996,0,6,20,29,31,149.859209170516,162.5909550115466,232.1810145378113,37.15847545862198,0,0,0
123,1997,0,2,19,26,27,160.3098135474763,159.9289143458009,242.7130658626556,37.21502405405045,0,0,1
123,1998,0,5,21,25,26,157.8818673674787,133.6887780576944,235.8977739810944,36.2021751999855,0,0,3
123,1999,0,6,20,26,36,164.9181579385405,167.0298770070076,272.0452952384949,42.15485203266144,0,0,5
123,2000,0,5,23,33,31,174.4588307484265,203.5506341606379,272.3574285507202,42.19675260782242,0,0,5
123,2001,0,16,25,43,31,172.6786310880748,210.9932046383619,297.3637804985046,45.75418883562088,0,0,8
124,1985,0,28,32,22,39,89.10313658988345,227.5850394740701,165.6556458473206,34.53887543082237,0,1,1
124,1986,0,33,29,28,30,89.72453529751631,164.0992993488908,165.6890363693237,33.20772185921669,0,1,1
124,1987,0,34,24,31,35,89.98728571337989,166.2139961495996,179.6806147098541,33.18696209788322,2,3,2
124,1988,0,45,37,30,27,92.64135371229213,160.8751483261585,193.664172410965,34.25380942225456,1,4,2
124,1995,0,55,42,29,11,95.61924018943149,160.7631588354707,229.9271514415741,37.32083159685135,1,1,2
124,1996,0,59,45,21,12,99.03680527800746,161.1006231978536,230.6664705276489,36.91565370559692,0,0,0
124,1997,0,54,49,28,9,104.4304623678591,158.5977608337998,241.4293165206909,36.96649074554443,0,1,1
124,1998,0,56,45,24,11,104.9958130317872,132.5639234855771,234.7987406253815,35.95364189147949,0,1,3
124,1999,0,63,48,21,9,111.4293739583727,165.8498404547572,271.0463728904724,41.90631872415543,0,1,5
124,2000,0,67,45,24,14,116.2837487916016,202.3889454081655,270.8089699745178,41.93686902523041,0,1,5
124,2001,0,73,51,24,11,124.2534466505758,210.4829948395491,295.9564137458801,45.53313636779785,0,0,8
124,2002,0,67,53,23,12,123.6011079869177,196.2466882541776,298.5332679748535,46.68906378746033,0,2,7
124,2003,0,72,47,25,17,133.3607164558009,211.8800232186913,270.0626277923584,44.07393383979797,0,1,4
124,2004,0,77,51,22,20,144.4295745225189,271.0020467638969,314.1464014053345,49.13923323154449,0,3,7
